,spotify,key_and_mode
92176,spotify:track:3cTrqew4iXJRdIS5sZJn9Z,D minor
92177,spotify:track:2Qz059jHb8OZZ9cBW33X4p,D Major
92178,spotify:track:4MOkW2Z1SE1NmVvVc0lVMJ,E Major
92179,spotify:track:0IWpcdQDrPoozEuD0BjiK3,F Major
92180,spotify:track:1jTKz8fMTCuQ7QIm1vvpyl,G Major
92181,spotify:track:6CivHBs6sUGML4zdKQNzJD,G Major
92182,spotify:track:2FyGEPqRA4NSAVTkjOGoqt,C Major
92183,spotify:track:7rWEdLHkbwDwZ8DCSrSYKv,G Major
92184,spotify:track:7dNYPsJLHdVqIffZvb9Reb,Bb Major
92185,spotify:track:1aNEuXMvGHYbFxlHFHzaOQ,E minor
92187,spotify:track:0EwyQpHrRIoGC96jaqtXLa,G Major
92325,spotify:track:1wfoGhO1etRsXKg518piGQ,C Major
92375,spotify:track:3BIwsSU7xEGlEbNJ57DdXN,F# minor
92379,spotify:track:0QTXMSqYjCDOnDQucAzddL,G# minor
92380,spotify:track:2A9Zm100yFB3CHQd6kFaB7,F Major
92381,spotify:track:3GUWC8FgpLGnepQiBi9tZa,B Major
92397,spotify:track:72gGJuwKkNmwZBGrcKnmu5,A minor
92401,spotify:track:7qGYcP7iQz2EfvbZvqBS3L,E minor
92423,spotify:track:5VjLmhjemKSEhFT7f30FBK,G minor
92463,spotify:track:2BRZZxmSk1CDi76jsgC2Ug,C Major
92517,spotify:track:10EmRSqPIU42jTIbwwbbD9,A minor
92596,spotify:track:3fRGRXMEOFU7HuynBVszeG,F minor
92597,spotify:track:6s13zjUEdZrrdTvmuoRDEc,F# Major
92598,spotify:track:25xGxTOrCVN5ExfbtBjvpm,C minor
92719,spotify:track:4qbtwyGG1lV2p8SRDGyiaT,C# Major
92720,spotify:track:0dUKLZP3nHkvgjI65z7Olc,C# minor
92721,spotify:track:4X39a8zvdgL2VxprXF0ieZ,F Major
92722,spotify:track:2xa5zQCcj6tY3QLuZvzrUm,C# minor
92723,spotify:track:5LhHJ0lCjLZc0tM48QZk71,E minor
92725,spotify:track:0mSwYVsrYMXLBuadR4yaJS,A minor
92726,spotify:track:2s7d05uT9pr45nsF5f5JLV,D# Major
92727,spotify:track:6RJ5x6jXtNUM5LrB2XkAuo,F Major
92728,spotify:track:4d9mLEY5gSABNX8w12Om7u,Bb minor
92759,spotify:track:7eWwYUWJz2aZDETLcxKmmQ,A minor
92761,spotify:track:0n9CmbkbMuPNAMCCCLtPMh,C# Major
92762,spotify:track:7eoVmrEh7WfQP9CYiR2Vd8,F minor
92765,spotify:track:5ZJN7FSozOEUgwV0nM3eYL,B minor
92824,spotify:track:1rFocgu0zCYeTDKnajgxse,G minor
92867,spotify:track:4DjMti3aIyLRT6hdCFpSfn,F minor
92947,spotify:track:30eRVBcXRHqTxdxp4A9859,C# minor
92949,spotify:track:6NjsgYMT8t2BW55wOIVfmP,C minor
92950,spotify:track:3TtmZZhDlrx6j0C5B86HpD,C minor
92952,spotify:track:5BiiAmTk4VVgHO5lWkWwNe,C minor
92954,spotify:track:4n3jX2SZWtZhEXUm81xXel,C minor
92955,spotify:track:6lAvP3KI8EQmM2NKn7G3bw,G minor
93024,spotify:track:6M0px9ojiGW8Kd7TGOoe5w,A Major
93032,spotify:track:67KA05LCDWqVICjAGi49eT,F# minor
93053,spotify:track:4ax8MF6kvFzNIcSlxQQZ9c,D Major
93055,spotify:track:7ikpYLuc8KeMEXHXqe2G8i,E Major
93056,spotify:track:4Hdv9usXJPihhFiPrIECKO,B Major
93057,spotify:track:7JxE5o2FKCX1hCK0yrYJvg,B Major
93058,spotify:track:4xIzGRzu15OMRoXOLWqiQ8,A Major
93074,spotify:track:6O4HhgukYA5dpXdUxl8Po4,A minor
93351,spotify:track:6OuPMb95XoaHSBk2SlKY9x,A minor
93360,spotify:track:7GF8BNbfxtiz2YjvWawfcY,C Major
93361,spotify:track:6BfTWUvJRffs5sLZg8E1ZO,G minor
93362,spotify:track:1ymhNIKsSlBjBeP2HVFGI2,A minor
93363,spotify:track:3JZNmW7prW7iSd4WDGjojM,C Major
93364,spotify:track:7CjCxzAFFTRRlfasFjWQEc,C Major
93370,spotify:track:6ZUmXogYcjB9AzmHsBrOJP,D minor
93558,spotify:track:7IBGtis8xIFdfB37TVVJuZ,C minor
93716,spotify:track:18nXWezIPvCqOCuNceLXLD,E minor
93798,spotify:track:7jImi1hdqFJDYna35FeqB0,G# Major
93801,spotify:track:5xhAB0eWtZg3QSQcX81vCR,C Major
93807,spotify:track:7FCD3GyFLgyMBS5BghjvmY,G Major
93810,spotify:track:73bziMzXjfgcQJfpqDavQC,F# Major
93811,spotify:track:73xIra0zFAkXetqNqclPL0,F# Major
93815,spotify:track:1O4SUFcPnszSDhFSBEAWvh,G# Major
93818,spotify:track:0y3xuxsxoOfmnBk8GAfzuo,F Major
93821,spotify:track:5L1X7PNzoU9qL9uQkSnMMn,E Major
93822,spotify:track:7KV5XsWadRdNW9bDXfOZ4a,F# Major
93823,spotify:track:3JdojNGWaSi9xz3q55qC8P,F# Major
93824,spotify:track:26yKYCfjk8msu5XQLcFLG1,C Major
93825,spotify:track:05GA0lM5RIS7aJCr78oXTz,D minor
93860,spotify:track:2XOcA5XubyUCciE5DLXPW8,F Major
93863,spotify:track:1aUMT0xkxV09AvJwFE0aYL,A minor
93867,spotify:track:5c5gqkPf1Y4Rra0RlqaoHo,B Major
93868,spotify:track:07WGu415ENcXDAnz2eT4B7,G Major
93930,spotify:track:3boIZveVXsMNhq9GxZVKYu,D Major
93932,spotify:track:1ad7DHlRs6nGTntr3FhA8A,D# Major
93934,spotify:track:68ROFY9UZJ9BUjDOawjEzB,F minor
93936,spotify:track:0Ufg5jXlpV0mhEVbue0IqJ,Bb minor
93937,spotify:track:5xiHcGlRH1b10GulPo2dXx,C Major
93950,spotify:track:24OFHpsESFxbJs35C0Iz9d,A minor
93951,spotify:track:4OhrkiIVzJvy3Y3HENJ5uy,F# minor
93952,spotify:track:4phUdIU3MX8elYO55Zh7qd,E minor
93953,spotify:track:6NFgk95SQUibmtevmSLJt5,A Major
93959,spotify:track:1h19yIsPXhGuFpSoyTr9Gn,B minor
93960,spotify:track:4PLQig91W4vQK1gl11S6na,D minor
93986,spotify:track:2tONEISPRDVwGGaxsKRAxW,A minor
94126,spotify:track:3o1Qmt23xacdRxK7kYpLBn,F Major
94136,spotify:track:1Y7KS7yqUJOqbBkjmbECor,F# minor
94174,spotify:track:2eYp1vjD0dsHS9lVe4RUAO,E minor
94175,spotify:track:24qRzIbmXGyT1AxtRmdGwy,G# minor
94177,spotify:track:6DgNK27SJLtOUwZHBAz6n9,Bb minor
94178,spotify:track:7bKDihViGwTwK55BQrTO1C,E minor
94198,spotify:track:3MagkKzTlvBUh87rdJMDFW,C Major
94204,spotify:track:3fypCMEem7iDJjuRuyq3mu,F Major
94205,spotify:track:5wiYvJXpeFRpGNHeplIWTC,D minor
94206,spotify:track:1QQuwqTIk3m9FWXbfEtcGN,B minor
94207,spotify:track:51LR77aTvUJnQkWXlZkwxm,D Major
94209,spotify:track:2eTGVZQNS8JTFJbJBeuicV,A Major
94210,spotify:track:1g7SIY7ZZ8KqkODRXcZNrg,Bb Major
94211,spotify:track:7iC0nnh32Y1GEhWshG9Uiu,E Major
94212,spotify:track:4z6lU0JD9tVlGqkRCD9HRb,C Major
94241,spotify:track:0yrvEsAoz63Y44sHnFHash,C minor
94331,spotify:track:4AmXzvYsVhxzAJwxhhwu68,E minor
94357,spotify:track:2qzrZxLaOazApbT9MwiuX7,F minor
94416,spotify:track:2SBsEwUfefLejtSS7ErNV4,B minor
94417,spotify:track:4LI4oMV7U5nWaKbNNEvbaT,A minor
94419,spotify:track:0OFphguM086WX0d0YZqSWB,E minor
94424,spotify:track:6slcuvn2xw9xDi7lkNdLZ9,G Major
94433,spotify:track:0nmhJKobQ7voL8Q3J5qOZu,G Major
94434,spotify:track:1Qw1WPH78rTgwKgbw4jeZf,G minor
94436,spotify:track:4AkfWiBXk0u3pw2JM7ppOU,G minor
94437,spotify:track:6hs59QfGepmg9YqNoM3wqw,A minor
94438,spotify:track:3wUdAH0hdMTicFs2pWtjjg,G minor
94439,spotify:track:2oIEVba5iKFKvObkc2FdQ5,E minor
94441,spotify:track:1LM5BGVMvc4VfgMoKCAZFa,G minor
94442,spotify:track:1hznyeWXgDNXvqZZhmnSh6,G minor
94444,spotify:track:2etEvHq8sq93xT2OIsnG2a,E minor
94564,spotify:track:0oRNeCCLV6cFMhpQ7fceof,E Major
94619,spotify:track:5kNYezEJXsRvnrST0DDUtF,C Major
94625,spotify:track:75StvnfZ4DfMEsyDYYAl23,A minor
94652,spotify:track:1FxiFsdLVd6lgYOGPiDEkP,A Major
94720,spotify:track:1wbRLxVWwZwAPLCPucrJI2,Bb Major
94721,spotify:track:15WxRnv5jjkOZXTpQ2M17G,C minor
94723,spotify:track:2fQono9uclK631EobU3top,B minor
94724,spotify:track:0yiez4jp1yPggoY1nS8j3e,Bb minor
94788,spotify:track:3JCUFMoV9X8HbqPL67HFbT,C minor
94789,spotify:track:3X6EPiJ3P3FSQYtNXWZGdC,C minor
94790,spotify:track:1ba7LmrYEdJzn3uraxVM06,C Major
94793,spotify:track:3PAE9eJHJOL5PaPlf7y8zO,C Major
94794,spotify:track:53x0C4rUpt0gV0m2w1ZFn2,C minor
94795,spotify:track:72G0uz7yIu40wjNE61A7em,C minor
94799,spotify:track:50cmBvDllBu7naO9poCLp0,C Major
94802,spotify:track:2jWrkuj2qFh8gjnlxMxVHz,C minor
95407,spotify:track:2C9Y24sLUxq1OA2hkIJxXf,B Major
95409,spotify:track:4NL3UWJtLhagtR2NKtIrOI,D minor
95503,spotify:track:7IsDbqzbV04luk4tEypVKV,D Major
95507,spotify:track:3I6PKxGkYfopqoEgdYBNuf,D Major
95602,spotify:track:6f4Lmi7F9H7XceTTwUdOXi,F# minor
95603,spotify:track:0W8BWLl8x25hzvxUwHzJtM,G Major
95604,spotify:track:3zFhUzzzmDI9tYN0DV7kt2,B Major
95605,spotify:track:49fME1kudy5hXtu1h3yqWT,G# minor
95606,spotify:track:5Nbu4MGnKnMk8yf3Ro50kk,C Major
95631,spotify:track:1XfrWT9KmxI2KakbWAvVUZ,F Major
95664,spotify:track:5FnL3lq19CkvnJq68l4Djm,Bb Major
95665,spotify:track:4c6TfUNlpNfrIHd7Zt8sCH,F Major
95667,spotify:track:36MFhgGWVkfThFoMXy3H95,C Major
95668,spotify:track:7b2vkF91GWjYO5NT5AQdP5,A minor
95669,spotify:track:3NnlBBfv4kCOgvqGNMokLv,C Major
95670,spotify:track:1PmSjQn54lU6hWRwElinA9,C minor
95671,spotify:track:40w68jGFWdzDUDWLfKLcRA,C Major
95724,spotify:track:1P3RZzPTkbpNmDgGyGpLxW,F# Major
95726,spotify:track:5utEV0scKw4Lp6Eu76Fc2T,B Major
95756,spotify:track:6q1WfaYuHdFwBmbO2MFOHh,G# Major
95766,spotify:track:6RRApb2fUdriNa6DqC4exO,A Major
95767,spotify:track:5xXyCuOdRTzPcUWM5vtcq6,D Major
95769,spotify:track:43MXOJ2OOafKCh2xpK4Ke7,D Major
95770,spotify:track:0xvsdaQDQPVzqUyiGsNLVe,F# Major
95771,spotify:track:5FeM8F2XiTVwEKUdbxwvnI,E Major
95773,spotify:track:6XH1B652SNJVw6Qu5pjD9O,B Major
95777,spotify:track:4kI8YlanSZDSmfVcKMg7xN,E Major
95778,spotify:track:2qL56tg9IUG09LswTMvozW,F Major
95780,spotify:track:0Z6zM69W2QW7sst10oY1eQ,E Major
95781,spotify:track:24cNhsI9lhwhZFnuGHja1g,C Major
95782,spotify:track:1qHzIGRVO1d6aYLz0mpcDw,Bb Major
95783,spotify:track:4cGGCcpnvRjXDlUyKpiQa1,B Major
95784,spotify:track:4nJF0zg8Pw0Zpu6YMkIyNH,D# minor
95785,spotify:track:3LPTBTwUwOPn5zqhfRKrbV,A Major
95786,spotify:track:2JsfQxhhssyzqQNTA01kJ8,D# minor
95805,spotify:track:0C1QpakzLUCOcPepgKx9LA,A minor
95807,spotify:track:5he4HXbMVhAjC7RYKrfFWk,C Major
95808,spotify:track:6JxzunoYtauxniDbRzcpXO,A Major
95810,spotify:track:3p6qANEOMtd20Rr8hHEYEU,D Major
95813,spotify:track:46ezbFScYKj9GH8jZ5VWTa,D# Major
95819,spotify:track:0QPYspvSi67gjFYD7m5DvP,D# Major
95820,spotify:track:7B3Ox1Uen0lRiP46dJlOSu,C# Major
95821,spotify:track:2sP2e4MrwKgsBrN1uz6Dts,Bb Major
95822,spotify:track:3t7ILisHn56Sr2BiOi4Hp1,C# Major
95823,spotify:track:4m1cha9PVKzKiPlduwnOMB,B Major
95835,spotify:track:3CRZlz5W4bt1se8vG3hXRy,D Major
95846,spotify:track:13aJ0DXyA680Md4uUSGjsb,C minor
95848,spotify:track:7cRV3JpLsxAmbGNDsUL6dE,C Major
95849,spotify:track:2134Z7bKv0feIfz9AfnaTM,C Major
95875,spotify:track:31MCV0KQnSUwreIJgqGOaA,F minor
95893,spotify:track:0VBmlmd2IJcjVQeYaNhaHk,E minor
95897,spotify:track:7piFwQIHnX4Nz0BdgfVLi0,D Major
95908,spotify:track:7GwCEXGp4PSqzX0scT2mLv,F minor
95911,spotify:track:2GlVkMr9r3n61RCpQYGbl3,F minor
95917,spotify:track:0khvzMkLux3BQp8WhvDBL8,C Major
96056,spotify:track:06FwBW36T7L2YIfjiBAcOG,F minor
96100,spotify:track:2V2N7hqw1cF4jXHbfq7Ona,C minor
96147,spotify:track:2uP4h6CYexvCPr9RFmhPW6,G Major
96431,spotify:track:1faMXBIhSjwqfxaiAFqsNB,A minor
96432,spotify:track:7lMOl6Oi1L83I60n27wIF4,E Major
96435,spotify:track:4C6o3zmv4EvkGvG04ja4kc,A Major
96790,spotify:track:5l0lbrLDVp7nnRT8m4wTLK,B Major
96792,spotify:track:4yoXUbYSxVXBdiJL864DsK,E Major
96795,spotify:track:0WATFFVIfXCnUtrHPVYqSj,B Major
96796,spotify:track:4M0LlzD5acetp7tj0meLpI,B Major
96797,spotify:track:2PqDCJ9gxlwFoUfxxazODT,D Major
96944,spotify:track:1Zp9EGCzE9YgZl6MC9tdBo,D minor
96946,spotify:track:357Iu3PWTpB6V5K03LNvt9,A minor
97000,spotify:track:5A4WACdykMgb7dluQhFEcp,A Major
97001,spotify:track:00W0yjwmhDL2JzvMJGlLLI,B Major
97007,spotify:track:0zU7l4AtLaB1hnQnrDI6lj,G minor
97013,spotify:track:6UuoabGASbyyOBKg3T9vYI,B minor
97034,spotify:track:6YE63bNCEJC0oXgHucSycs,E minor
97036,spotify:track:5pVaqd2X1JmZAReIljMjVm,A minor
97039,spotify:track:5NPOJe4z3LhZXl7S8o7JXR,E minor
97043,spotify:track:1NeYNPxh1zjppciilNAioR,A minor
97146,spotify:track:17gV3gf8VqPp3cLZNaw4Dj,F# Major
97147,spotify:track:24UIzkMJVR2Isn6cioaeik,C Major
97154,spotify:track:12nTjMd4mBlOT7mq1ihdxu,C# Major
97164,spotify:track:2kvGJ0x9ivoGQmCjxtHbCh,F Major
97166,spotify:track:58EgENY9vRZcT1A5GGiTlz,C minor
97167,spotify:track:5GPRqqPyxDeBXPKTwdnT9X,C minor
97170,spotify:track:5m4zzzHxRpUnBSk2J3Gh3D,C Major
97171,spotify:track:4mftquGIr6HOif7SPvuYrL,G minor
97172,spotify:track:3pjRPPqnWujmfCEbTyIMhS,Bb minor
97173,spotify:track:4J1lGv01QowYWX7aMj7bG7,D# Major
97174,spotify:track:44PB666A15a2EJ8X1c8OLc,E Major
97179,spotify:track:263eNyTh1WGv5HEj7roXLy,B Major
97190,spotify:track:7ycL9ngYpW92w0YclgWILy,D# minor
97192,spotify:track:6Uwl8eiu5gCfn8lZqL08C6,C minor
97244,spotify:track:6Px3EX1eC2M0iU8OI2pmXR,D minor
97246,spotify:track:59R0JUtWZX9pmVLBDnJ12v,C Major
97247,spotify:track:0PX6HZsKVdvc74NCGUeBFI,Bb minor
97255,spotify:track:0hntqCpEJYWoxcXhdGCsiv,C minor
97259,spotify:track:6bHXC33qoisgh7VYkEaoYO,C minor
97285,spotify:track:3aXMGlAqCcAi5OlAt5PBGH,F# minor
97288,spotify:track:2MKJbhhi110XFYNgodPyfJ,D minor
97291,spotify:track:4zIkrIgLikcl7NJxJXssMY,E minor
97292,spotify:track:6FVim7RdVc583LR62j4cFa,E minor
97294,spotify:track:6OVrn9vHuE5ypBR5cbH1Le,D minor
97400,spotify:track:74rvan3NxUM7Ey9VWEeQcU,E minor
97401,spotify:track:7kLzbYR619hCTkFLB4a56Q,C minor
97402,spotify:track:3SoiqkzHOKIYKsv8dp56bQ,E minor
97404,spotify:track:2nIYe4ZNM0bPVxCbXOXxQL,D Major
97408,spotify:track:0TKlrSq2KdHizbhuHPdmfZ,B minor
97409,spotify:track:1Tvq4EiCWua7u05M8OqleB,B minor
97412,spotify:track:3d2l2gyHTaIhgsPVZZzekl,D minor
97414,spotify:track:03l1sXu2GVWQn7ZsL7ZFfc,A Major
97520,spotify:track:7xvEtplKpX3mzsE7KpmMHR,F minor
97522,spotify:track:43TwmOweTA2WebStygtchA,G# minor
97524,spotify:track:1PH6PmNfQ440hErNpdYKQi,F minor
97525,spotify:track:7oVg9kCQD61FPA9QSqQBNA,E minor
97526,spotify:track:17r0HzKLk8z0mccDBs8Z0q,F minor
97532,spotify:track:54qDRPAKg6OaF0CIqI2eZ7,A minor
97534,spotify:track:6FWy78gelxJCZRq0ICM4Nz,A minor
97574,spotify:track:0qW5fLhOm9E0T06gxfIFxV,F# Major
97578,spotify:track:4WBuz5CGdTVI9emG3BlJwU,C minor
97589,spotify:track:0d11SOq5MXo9LzAxIvnDLs,E Major
97602,spotify:track:0JxsgWHAs0iV3x2WBtndMA,D Major
97603,spotify:track:24sVY3VaWctlJIlneF9ntD,F minor
97609,spotify:track:0xiMtu8Qojveg5cDBCUF3w,D minor
97681,spotify:track:5cFJvuDjZFzQ28ljt5302x,C Major
97685,spotify:track:5gwjtabH1arauZSJMAu949,A Major
97687,spotify:track:4Rxl4kbVF5ofRFprkFqJnH,A minor
97797,spotify:track:3xOr7VfR1d3ZgVjOkyRd7Q,D minor
97800,spotify:track:6hG11SnS9Y81Do5iYIS8oV,E minor
97806,spotify:track:5TJ0lE1PCU3QA8J3PNeki9,A minor
97808,spotify:track:37zhVVOhkTUZ15DSH6WxqI,A minor
97818,spotify:track:5fUexTdkD7saDHXTPlAPMi,A Major
97823,spotify:track:3jBqs0Xe3xBg3otsRjSeF4,Bb Major
97826,spotify:track:3CF0KohNlZoLMpJzmexZgv,E minor
97882,spotify:track:4jBI9PIJQbKBPkZNbsj2RC,G minor
97891,spotify:track:5pVvD7ByudALY5zxjDGZuZ,C Major
97896,spotify:track:7JZNugEkgxI5MV3I0IJaDZ,F Major
97958,spotify:track:5JPSMhJZbuktRPnfODLicT,Bb minor
97959,spotify:track:2gVhMHmjrmBYX9kG9uiDAZ,A minor
97960,spotify:track:2HeJIGN8dm3WGobwu87gBD,A minor
97961,spotify:track:4Mg4lzLdfGkKx7rmvOxrT3,Bb minor
98077,spotify:track:0XxFtaHjO3cgMove44ZYnN,A minor
98202,spotify:track:5SrEbNkVb7yD8GDggnE4cj,F# minor
98204,spotify:track:7JUsoTYtHKsaux61sJQHzd,A minor
98206,spotify:track:75r4wXlXmfIv1a21H7Fzhd,A minor
98221,spotify:track:4c45KlGmZFJiBowseBmxC0,D# Major
98225,spotify:track:11azHFR3chCo3Kn0lAjKmM,C Major
98226,spotify:track:5QyDSIUBgM6ANJoAMyVLgN,E Major
98323,spotify:track:6dLOF5uqNVEwFk0X7gtGun,D minor
98357,spotify:track:11i9DrBDBqYFu3i3lggTg4,C Major
98358,spotify:track:1mwaApNCva5LPK2sf9nbxU,G# Major
98361,spotify:track:57EhTgKyqSHa0f5nd0sDiu,Bb Major
98362,spotify:track:1MbnoUwWqUipcUvfq9wPFD,D# Major
98369,spotify:track:0OJVKW0XsrU2OTazAWekuG,A minor
98372,spotify:track:60bx5Wg6Q84btyMc1WVzBi,C minor
98381,spotify:track:7DeCG8fsRKdCBu3pCnKipz,E Major
98482,spotify:track:2Df0KrrUOLcN52W5jOj9RC,C Major
98484,spotify:track:4bna4izlnxROn8zBGfvkuI,C Major
98486,spotify:track:6zQzgCSsSuJQTrH9bN6JmH,G Major
98487,spotify:track:3nGt2SArwId2n5giivdtbR,E minor
98488,spotify:track:7wDLU4mCrsxxScvhYyW5ss,Bb Major
98489,spotify:track:0YAoHFJygx72IepZDA0L34,A minor
98490,spotify:track:3jD8bzTrnw3e38YQPLkOXt,C Major
98491,spotify:track:5SbMmRwqmNFKZ73cb9B9Qo,C Major
98547,spotify:track:59qMe7FyMCjCgD5Q38W0Dq,E Major
98548,spotify:track:6dMkzlPPHLVpsfNfwWPFZZ,G minor
98549,spotify:track:2HTxJQROPfihBhbK6XOk7z,Bb minor
98551,spotify:track:6nvCAgawA0t5dU5KZgQxKJ,D minor
98552,spotify:track:5s2ShxLcXqJZyEqZdXFb1p,F# minor
98553,spotify:track:3KzVbVYvwjl4y2twC1fUFY,D minor
98556,spotify:track:3cnopk714iVSD09wjQtqKg,A minor
98567,spotify:track:4wjGrhLYzOx68QRasXbheP,F# minor
98569,spotify:track:37bZCp5hpVPUpAeli1zSRG,G# Major
98603,spotify:track:5S7KQzD1u1wxopzZXX0QK6,D Major
98604,spotify:track:20OZ9K9kusud3wdJj2MVqU,A Major
98605,spotify:track:505rCj7de8HtJgp424SFos,C Major
98606,spotify:track:6um2SnGiOuoErnJ3f3ox40,D Major
98608,spotify:track:32QpJqOVRjPvz4frO1EqAq,B Major
98609,spotify:track:4184uJSFxF4F7r0VBHX2gQ,F Major
98610,spotify:track:7j098h67q2DlyzOmiuHNde,Bb Major
98611,spotify:track:24vfzA93a0vsAGqG617qks,Bb Major
98612,spotify:track:6q6rgKeq9xIa4w1NQw9BwT,D Major
98613,spotify:track:02IK0q62S33ZDR4HZfg5zZ,C minor
98615,spotify:track:1NeYNPxh1zjppciilNAioR,A minor
98616,spotify:track:7v9joKMaUSsjxFG9xcngwF,A minor
98617,spotify:track:0ynYf7uCkIEuJZQ3pPYHHu,E minor
98618,spotify:track:2dg9OI7gZMZbyGiX1kpkL5,D minor
98619,spotify:track:0ynYf7uCkIEuJZQ3pPYHHu,E minor
98620,spotify:track:2dg9OI7gZMZbyGiX1kpkL5,D minor
98621,spotify:track:6xHGjJjNDQKzDFhFGhrDnU,C minor
98622,spotify:track:1JbHF6vesiWM2XH0u1c2dZ,E minor
98623,spotify:track:5EHLWAOROtkdNQVjRdgPv3,E minor
98624,spotify:track:7v9joKMaUSsjxFG9xcngwF,A minor
98625,spotify:track:2MqNb9QWOw9cAiSoEbQDxo,A minor
98626,spotify:track:0NvzMXop7ZtiBKkzEMqSqG,E minor
98627,spotify:track:4AkJVudQTKjwgxYB0UAYys,D Major
98702,spotify:track:0gB4wBWgusf1KL0qC6eh8X,F minor
98754,spotify:track:5C0OaIyYEVeyYwYXtg5zae,D minor
98756,spotify:track:6MF65JuZxIppjCZkrG2BfB,G minor
98760,spotify:track:3AbIvvrJKDRq8aXAGh4wXr,A Major
98761,spotify:track:1x6u58ExVMy2Vivt1ZLQgn,G# Major
98764,spotify:track:4bKaP8IywLHPbbGRQ2qWVI,C minor
98765,spotify:track:4Q1K1iPVxCCYA9ZQQVs30A,F# Major
98766,spotify:track:2RNzUacVz5jh5COp25GLKD,D minor
98771,spotify:track:0EtBOsCNAgJSvIrcm6vshR,G minor
98809,spotify:track:4VPpNFnVNc7zhBvZKPDzcO,B minor
98837,spotify:track:1D4lvBKzTtufeJ2W7Qocq4,A minor
98838,spotify:track:405RjhZwvNHjImNNWzCFrQ,C minor
98840,spotify:track:5brIwkYdNkafIhsekmMyrG,F# minor
98841,spotify:track:7ENSLj71E76Y3JKmuiQQdq,F Major
98854,spotify:track:2ma6V9RNGzvY7hZEWIrswH,E minor
98855,spotify:track:3VmaCK81J2dWHNVnxaSb9M,Bb minor
98856,spotify:track:3oiTjlxU67A6sLZ4mtwysi,A minor
98857,spotify:track:08UPBUiC49kAkcvBge8QTD,Bb minor
98859,spotify:track:1aw8tJRVsAcrkqSbichdVr,E Major
98860,spotify:track:67rS3zHuDfmc1cuy5H9MPE,A minor
98861,spotify:track:5e2e6v3NpOCcJ62KutQGHF,Bb minor
98863,spotify:track:5TNIXVsiKjYXS2V87n5fBG,D# minor
98864,spotify:track:5iN2BepIhmn8gbRnp2Aru1,C minor
98865,spotify:track:2yzWwiY3OxKTAdoMOLnTRB,A minor
98867,spotify:track:5tmb2fTvcB76r4799cqnoO,G minor
98869,spotify:track:73W01GLlDXS7SfB4TGqyYn,A minor
98872,spotify:track:3YQLi3JowmNtfqIB7fLebh,D# minor
98873,spotify:track:55goSel0Smn32MOcAqDunY,D# minor
98874,spotify:track:5vcobkGZTdHAXLx3mUS7xV,D# minor
98876,spotify:track:4dBLV1cz2LYt3hDpHsQhQ3,E minor
98877,spotify:track:4WJ8vY4otim9QOBoUF7v8A,E minor
98878,spotify:track:2sbebDed4uRGdd9QAmhv7v,D# minor
98879,spotify:track:3KcFWiBW6FxdDhsNjwP3pw,D# minor
98880,spotify:track:6vFBzER0TfU8H3KzMSZDad,D# minor
98884,spotify:track:3UFesJA984DEu36shfdhQO,E minor
98890,spotify:track:0UFGADgkUuZCDUQl5YWAYi,C minor
98891,spotify:track:23CFKJoM1eE4chbbxZHRkw,E minor
98906,spotify:track:6vc9e7EInAMyaWzCjSWjhx,E minor
98907,spotify:track:6b9QcLugBlkZ5RAITgXRPg,D# minor
98911,spotify:track:6VU5hnDHxzdygSIzzStKtL,Bb minor
98912,spotify:track:6n9sXjtKGuavh2GNnvA4cX,Bb minor
98915,spotify:track:1SeRH4MWqSpvVb75mCX7SY,F minor
98916,spotify:track:7Ftx0tfDszppVIFNl1Szda,A minor
98919,spotify:track:3aYBiNT8T2hui2MWGFxzFh,B minor
98921,spotify:track:7hdTUgWrKHG4FhWnlBtJpT,C Major
98922,spotify:track:07JbmcsnADkquAmP1xZJNY,C Major
98923,spotify:track:1j9lShKW7Qw0GtTgzjzPaP,A minor
98926,spotify:track:6zU8rXEZ0QBlkzH74d3RWB,D# minor
98929,spotify:track:1HY535ancVW1MzSozzZCrb,G# minor
98931,spotify:track:1QHp2j0hbV1m0wkBCsu7hA,D# minor
98932,spotify:track:5IW99Fm8c328mFKhrl4y3k,C minor
98933,spotify:track:1YpmAfqLNK09jhEsQVfUMj,E Major
98935,spotify:track:2oZ0zw2Io90Egoon4CyWld,G# minor
98938,spotify:track:3dMIGFu4b0gccuJ7ssoqll,C# minor
98942,spotify:track:4LOTNYUNTORA2njkzGRgTK,C Major
98943,spotify:track:3Y7y4igCyOl6xFMRkojX1A,F# Major
98945,spotify:track:2F7ZkkQZ4x0ZWyrCBuCynb,D# minor
98947,spotify:track:7C4yVMQNV3QXoDDaDnrPnh,A minor
98948,spotify:track:5cMf8g3CSEGhYDr6NGpdIw,D minor
98949,spotify:track:2lKbkv0wj2WJkjbZuoOAWH,D# minor
98950,spotify:track:49WuYFAEtN3ICfAaH2wM1Y,D minor
98952,spotify:track:3pYABNgUX6wlMEEFJOvOEs,E minor
98953,spotify:track:4JLViHk2urs8LyhMkwUgrY,Bb minor
98970,spotify:track:0XHMxKFFPntO2tmRnZWGPV,Bb Major
98976,spotify:track:3hOLQ7x7f35F037aL0yr1c,Bb minor
98985,spotify:track:38dWXL3xjLr3c5msYKudRu,Bb minor
98987,spotify:track:1i6ApekjO2wunoAPBNpka1,F minor
98988,spotify:track:6IhuY6Xilrp50b7Mi7BvGL,A minor
